customer_id,customer_name,email,phone,complaint_type,complaint_text,created_at,status,priority
936b09c7-9cbd-4de8-9a5e-f85f9fa1c64d,Jonathan Carlson,droberson@example.com,001-776-732-1246x900,Slow speed,Run happy thing single indicate fish. Let particularly lose sister effort writer.,2025-05-23 09:40:20,In Progress,Critical
edfe90cf-0928-453f-8339-58c7d6bcadbd,Julian Cantrell,sanchezevelyn@example.com,322-540-6204,Customer support delay,Run morning hit city physical however. Fight worry budget brother.,2025-06-05 05:45:35,In Progress,Critical
eee6a032-82ea-4dfd-a51b-3bbb7efeb5b2,Michael Scott,james47@example.com,431.788.5784x3298,Wrong charges,House paper book. Debate cause television. Response personal serve compare.,2025-03-09 20:19:09,Closed,Low
189f95aa-73a6-4650-aa25-d82ff033ed7c,Allen Scott Jr.,zstone@example.net,897-753-9968x4005,Billing issue,Care that hundred quickly mention eye industry. Nice such western contain them.,2025-06-21 17:53:28,Open,High
8bc3d671-11fb-4295-8fe9-49646af1e8b1,Sherri Griffin,boltonjoseph@example.com,718-366-5914,Service downtime,Human develop matter adult require stay sit. Subject personal ten people clear law coach. Administration someone watch politics heavy school.,2025-05-15 03:05:11,Closed,Critical
fc92dd20-f33a-46fb-991c-09ea58f6a992,Haley Clay,lidylan@example.com,3959630987,Wrong charges,Season newspaper notice market. What project range research other. Much popular owner our day age. Black box reach think subject serve.,2025-02-06 19:30:42,Closed,Critical
7fb1d52e-eee3-4b16-9995-5c6f6810b182,Kenneth Fleming,laurahayes@example.com,+1-630-788-6427x69284,Disconnection issue,Lawyer statement tax world news candidate can through. Consider state rule picture amount bank send.,2025-03-20 01:18:18,Resolved,Medium
5362eab9-b441-48f9-b2eb-6f5887001893,Michael Peterson Jr.,jeffrey76@example.net,(230)691-0241,Connection drops,Long response magazine develop address respond great. Organization leave down bit example. Continue believe low and see.,2025-06-10 01:21:40,Closed,High
d035cff7-fec2-4d59-8f70-0266292b1b4b,Kelly Vega,barbarabrady@example.net,(206)507-7138,Service downtime,Media between reason first help hand. Item adult down chance blood son significant. Case nation box try trouble his. Lawyer expect base sit for participant.,2025-06-24 09:26:28,In Progress,Low
707f697c-a409-4d11-a1a5-29ee056b1a01,Robert Barajas,petersjames@example.net,6849149970,Disconnection issue,Carry by citizen see also. Interview money whom. Clearly itself be coach carry music month.,2025-01-10 01:17:25,Resolved,Medium
3c02f791-958b-4053-83cd-25b67bc8e5ce,Kendra Avila,aaron34@example.org,981.596.6892x122,Wrong charges,North wife why child. Threat baby glass number nearly push.,2025-03-03 12:42:15,Closed,High
0f672f4b-e816-4984-b331-6da4dc73e93d,Jeremy Madden,belinda97@example.org,(305)845-1545x9032,Internet not working,Raise executive field listen. Future push shake check ahead end approach better. Size pretty force true.,2025-02-12 05:53:15,In Progress,Critical
f677ab63-760e-49aa-be36-6ae54059fa81,Nicole Campbell,diane03@example.org,+1-265-596-7486x3790,Router problem,Range fund agreement effect put particularly even. Expert Mr control. Event weight method process item guess fly top. Seat Congress form ahead coach environment trial.,2025-05-01 11:16:07,Open,Low
201a8ae9-b85c-42fc-bca1-17cdb03cde2b,Thomas Dean,garrettmartinez@example.com,901.838.6995,Installation pending,As education plan. Alone gun region part. Agent care pull during kitchen.,2025-06-04 20:50:06,In Progress,Medium
a62016ed-a528-45b3-b670-c81d00aa03fd,Carlos Barker,patriciagarcia@example.org,+1-263-288-3537,Connection drops,Site five prove truth subject list computer. With question send behavior truth maybe. Money water various yeah budget green black.,2025-04-05 16:35:02,In Progress,Low
190ce33a-1aa3-4140-99b2-1a6cb3407bb7,James Riley,grimesscott@example.net,+1-892-244-8277,Customer support delay,Listen hit one. Dinner newspaper station stock skin.,2025-06-20 02:19:25,Open,High
5d6f5bff-7980-4126-bea4-8090cc07528c,Jacqueline Franklin MD,gonzalezpeggy@example.com,814-539-9934x250,Customer support delay,One language particularly result spring. Everything already reduce them each admit. Sure bag view. Rich line certain heavy.,2025-02-11 14:41:30,Resolved,Low
dd749b9f-f894-42fc-b11f-4e69a5d2fa44,Gary Potter,meganmitchell@example.com,001-807-645-3211x2360,Installation pending,Someone arm task interesting north him everybody identify. Network agent road nothing get position about. That particularly others paper paper blood wear remain.,2025-04-04 03:28:01,Open,Medium
470c23b6-6f82-4b2c-9f30-e2e4c374dd7a,Danny Foster,bburnett@example.net,935.715.7233x682,Disconnection issue,Seek administration produce. Thought according discover. Push down short away money ready great. House bit fly what.,2025-04-11 16:19:22,Open,High
94b69155-b09d-4464-954d-1b9715fe550f,Kimberly Myers,jrussell@example.net,+1-340-252-8135x7386,Disconnection issue,Local plan nation begin region building. Where thousand third table.,2025-03-16 06:50:17,In Progress,High
cab80261-3770-47b3-aaa5-6b0c6cd148d4,Veronica Cantrell,frogers@example.org,408.588.4691x633,Router problem,Child role article. Toward nothing indicate score room fight. Center course note no talk.,2025-01-19 13:16:19,In Progress,Low
f279b54a-f81d-41b5-909d-db0a6708f5d0,Susan Zavala,bakerjohn@example.com,+1-543-434-0197,Connection drops,Success whole option push. Woman baby house entire. Seat analysis hour campaign.,2025-01-14 14:34:41,Open,Critical
375af509-f12a-4ebb-9b1a-a77aafe79964,Jacob Sanchez,dneal@example.net,(691)740-8310x806,Slow speed,Recognize serve style least. Those serve art often director level degree. New north production single tell medical.,2025-01-13 03:37:29,Closed,High
f176f497-e173-4329-852b-5adb4b8d496a,Hannah Burnett,hchapman@example.com,+1-237-655-8377x28987,Connection drops,Hope capital road chair cut maintain difficult. Heavy which place since first kid politics common. Medical painting meet so physical.,2025-05-01 17:06:17,Open,Medium
3db191ef-b1f5-41c3-b090-a64db9684200,Tanya Park,jared90@example.net,2715455676,Connection drops,Structure evidence fact whether.,2025-05-20 12:41:28,Open,Low
93a4de19-80ad-45d5-88ff-785e868fa58b,Andrew Brown,jeanettemassey@example.com,436-850-8098,Slow speed,Everyone food use. Four service institution take information. Onto ever head opportunity concern see sell.,2025-04-06 05:45:09,In Progress,Critical
1229e355-0d16-43b5-a303-c760a0ee6cba,Dennis Mclaughlin,andrewaustin@example.net,001-979-434-9144x6877,Router problem,Increase town upon student. View take great successful. Against leg also day citizen stop from. Try say year very not day.,2025-06-02 02:27:41,In Progress,High
09fc258b-41a5-404e-8676-cdcf4fadc15d,George Martinez,smithmegan@example.org,+1-920-986-4855x67366,Wrong charges,Tell difficult analysis out. Speech rest seem year place offer. Man what step organization act run realize turn.,2025-02-17 13:13:16,Open,Low
6f87ed49-443f-4360-b31a-6dab20c1afbe,Alex Arnold,karladeleon@example.org,(449)787-8427,Connection drops,Write drive indicate half. In whose already effect be perhaps sister.,2025-01-04 18:48:25,Resolved,High
c22f4b6f-b324-41d3-ba2a-5a28b8a7614e,Jamie Turner,raydylan@example.org,+1-396-337-2529,Disconnection issue,Reduce agency week fight look whether. Left question well.,2025-05-04 21:06:04,Resolved,High
aa7d5805-5400-4b8f-bfdf-ff07286d8e14,Vincent Peterson,mmartinez@example.com,324.377.8533x78728,Customer support delay,Street for fish better class chair true feeling. Four success while modern boy.,2025-04-09 05:44:19,In Progress,Medium
36f0d110-4b20-493c-9b6e-ac77eb3f401d,Rebecca Rangel,dalesnyder@example.net,+1-887-592-4873x1267,Billing issue,Few answer until send level research. Employee establish future participant decide left term. Game minute provide.,2025-04-15 11:31:10,Closed,Critical
c6a13ad0-e9a5-4db7-ae3a-4e5d99d4c11d,Russell Lee,shelly90@example.com,001-627-981-1485x409,Router problem,Guy move expert decade because. It sport national. Street market team yeah modern security easy star.,2025-03-06 05:27:25,In Progress,High
c8f8fab3-ba70-4141-a33e-ece50333b452,Robert Mccormick Jr.,freemanmonica@example.org,001-477-307-9330x287,Customer support delay,Mr hot take citizen seek. Big news wall yet especially serve somebody. Sort question animal increase on.,2025-06-22 12:44:42,Open,High
415e4d2e-b436-4825-9079-791a01aef0fd,Samantha Mason,katherine27@example.net,2255672298,Installation pending,Democrat piece dark recent why stand population. Management next too minute.,2025-04-27 18:09:53,Closed,Critical
80c93136-c85e-4eb3-bd25-3a550e34c471,Gilbert Hickman,rachaelgardner@example.com,(906)613-8660x15825,Installation pending,Director than seem computer travel great during. On compare now stay rate.,2025-03-22 14:02:40,Resolved,High
77dfa2ce-8857-4211-80e0-8b9668ece485,Lisa Clark,tinamoon@example.com,864-596-9796,Connection drops,Reach try control cut ask gun. Reveal six join maybe value camera fill.,2025-01-11 00:56:51,Resolved,High
82509272-73d3-4c56-9e51-d3618397af3d,Sharon Hickman,joshuataylor@example.net,6909353792,Disconnection issue,Hot contain none. Thousand important size.,2025-01-15 18:52:58,Open,Critical
52b32522-bdcd-4097-8729-ecc35e6883e6,Tiffany Nguyen,xcarroll@example.org,491-928-1814x475,Wrong charges,Tell fact prove. Final include subject cell management.,2025-04-11 15:32:38,Resolved,Medium
e1744468-6201-4e4d-8a1a-af9d8a16a2bc,Isabel York MD,carlmcdowell@example.org,(631)647-6581x722,Router problem,Assume indeed such actually perform. Role morning paper late view future.,2025-06-11 17:14:41,Resolved,High
6162ef2d-2256-4cfe-9301-a58d5722755b,Robert Mays,kobrien@example.net,(851)364-6986x0355,Internet not working,Benefit something result. Suggest five industry age. Free remember million happy second significant seat. We gun management affect letter group billion.,2025-01-18 22:28:35,Resolved,Critical
d1ce7e64-2b77-4dea-b9d7-de67a3b3b19a,Jordan Osborne,jeffrey49@example.com,(986)642-6016,Internet not working,To stuff born oil suddenly. Indeed listen still yet. Little sort wonder executive because hair although.,2025-02-12 20:24:22,In Progress,Critical
35a64da0-2123-4e12-ba6f-66f3855e0e5f,Michael Butler,william58@example.com,001-960-908-8516x06571,Customer support delay,Manage success character after continue. Talk field group very next share. Develop during program social sit reveal grow.,2025-04-28 22:26:40,Resolved,Low
2709a263-4eee-434b-b61b-6a16e12a582b,John Snyder,jessicamcdonald@example.org,+1-906-756-5207x273,Billing issue,Enter drop most action social. Future civil decision.,2025-06-17 23:45:19,Closed,Low
80c55b9e-f66a-4e86-b3e2-12c5207059de,Amy May,katherine31@example.org,+1-697-788-9687x3351,Internet not working,Direction mention detail big. Them its would hotel my important. Bill themselves race teach.,2025-04-09 01:36:07,In Progress,High
7b6d26eb-e4a4-42b4-b3d7-ca4788168b80,Brian Booker,justin28@example.com,312-427-8788x465,Connection drops,Beyond cost eat hair game manage. President south difficult go news mother main.,2025-01-14 13:42:32,In Progress,Critical
244e6de6-9f84-48ff-a2c2-023076e721a0,Wanda Lopez,victorbaker@example.net,8145952837,Customer support delay,Rich dog food eight military religious. Officer themselves cover power. Security treat dinner anything step anything yet.,2025-03-10 09:30:58,Resolved,Medium
a0ee32f5-df7c-4716-88e6-ecb116246d1b,Traci Jacobson,iriley@example.net,001-475-920-9105x47569,Billing issue,Call Congress attack make. Leave behind and.,2025-02-23 14:14:58,Closed,Critical
c31a68c7-0730-4780-97fa-0d7009af03d5,Ralph Carter,jackgomez@example.com,+1-821-736-0169x981,Connection drops,Week floor might case. Despite gun remain every shoulder value respond.,2025-04-18 03:23:01,Open,Medium
9b3ec78e-29a5-4868-9658-3ead896c23a0,Chad Hobbs,markgarcia@example.net,827.308.5226x41075,Slow speed,Meeting give rise individual imagine data herself. Talk industry probably day. Book instead trade majority.,2025-06-26 20:22:13,Resolved,Medium
0cc32347-9f68-494a-84c3-712127ad53b6,Jennifer Ingram,evelynanderson@example.org,459-504-4745,Installation pending,Participant may especially.,2025-02-04 19:00:02,Closed,Medium
c054f94f-3f24-48bf-8c4d-0a1c88498b3f,Anthony Powell,amandarodriguez@example.org,(424)744-8774,Service downtime,Whether provide result rise to well work treat. Our staff field usually provide possible difficult. Very look hot enough light view protect.,2025-06-20 07:48:34,Resolved,High
a3166061-d2d5-43da-9488-6af66c971968,Dwayne Sanders,graydana@example.org,274-252-6407x808,Router problem,Much ok mother measure care tree course page. Method choose be treat million represent way. Economy election floor after although blood another painting.,2025-01-24 20:35:31,Closed,Low
bfaa4fcf-03aa-4868-9706-056fe3e5e303,Roger Lewis,ilucas@example.com,981.997.2777x54660,Disconnection issue,Human fly marriage simple green soldier police. Lot share surface late natural understand. Rate bring democratic article shake.,2025-03-05 07:49:38,Resolved,High
0c983095-aa6e-4dda-bce3-8d82f3c7c202,Kevin Johnson,eric12@example.net,(633)969-8162x3316,Billing issue,Day trial learn prevent. Population experience heavy free operation. Can beat green each peace.,2025-01-05 02:46:40,In Progress,Critical
1335982e-e6e4-4800-8f5a-71291c3be86f,William Warren,fkelley@example.org,+1-285-255-5642x297,Disconnection issue,Floor section hear while region level office. Owner bag improve represent size sense.,2025-06-15 14:18:54,Resolved,Low
0bef64a0-e2c1-419c-8ce1-f1941a3856b2,Kelly Andersen,kayleedurham@example.org,541-805-9141x143,Installation pending,Recognize agency their doctor full carry town. Language your design who.,2025-02-11 10:38:35,In Progress,Low
706b132e-ab83-4714-a51d-408f42bcbb16,Kimberly Vega,robertortega@example.com,802-603-7661,Connection drops,Worry whatever quality process middle race. Radio much type cup product stage.,2025-05-15 21:11:51,Closed,Medium
81b77e3e-7ffa-46b1-9527-587ebdddf7a8,Chad Farrell,christopherturner@example.org,001-884-640-7096x7147,Customer support delay,Participant speak past cost green garden arm fly. Much though machine decision.,2025-03-25 19:44:36,Resolved,Low
94cd81b9-412b-4bcb-a506-ef03fbdfff44,Brandy Wheeler,courtneylong@example.com,527.905.7296,Connection drops,Two race beyond manager. Beat area rich account everybody. Past early soon particular.,2025-06-13 04:23:52,Resolved,Medium
04c2e246-0f3f-42b6-93bf-9e49834ffeea,Anthony Foster,amandacabrera@example.org,+1-973-610-0118x210,Service downtime,Scene history energy music arm act. Bank easy herself American big.,2025-02-10 00:20:36,In Progress,Medium
ff8519ab-3882-460c-b9a4-3ea3503ec516,Rachel Singleton,gutierrezolivia@example.com,001-587-948-0595x2975,Service downtime,Man southern such east high. News believe stop. Improve knowledge activity particularly arm other trouble subject.,2025-01-21 02:44:56,Open,Critical
28c59d84-a122-417f-a1b7-5b54b8b38f53,Joshua Thomas,simonraymond@example.net,738.880.0195x678,Internet not working,Civil nor deal her law structure. Gun music for paper should general.,2025-05-07 03:32:58,Closed,Critical
c5578760-f9ec-4ec8-b8c6-04ec48dbe50e,Stephanie Mann DVM,william02@example.com,6385935952,Customer support delay,Really tonight soon central enough hold offer. High behind realize hope. Brother clear site church.,2025-02-25 19:39:57,Resolved,Medium
5b96219d-9da0-4fbb-a51b-e98d995e2d47,Bonnie Hernandez,sarahpowell@example.org,(517)332-7566x6585,Billing issue,Notice itself though rule.,2025-05-06 21:13:00,Closed,Critical
e8f85eda-435c-41ff-8a90-2ee12da4904e,Kayla Cook,wagnerashley@example.com,451.402.7954x46668,Connection drops,Against despite why list. Will necessary explain company leg. Side still peace anything.,2025-04-19 11:52:41,Closed,High
37de0e7e-d780-4f83-af7a-7295e427a6a0,Danny Gomez,deborahromero@example.net,(441)890-6596,Slow speed,Ready college media nice. Second serve should among him.,2025-01-04 01:02:39,Closed,Low
a15b7636-7448-47ff-91b1-04b945d26b9c,Andrew Bell,howelladriana@example.com,668-510-2279x387,Internet not working,Major guess ball else American. Someone know reach field entire ahead sing.,2025-01-04 03:17:13,In Progress,Critical
88c4bc32-326c-49fc-8092-ed582611b169,Sarah Perry,dbray@example.org,+1-635-265-3815x48401,Router problem,Woman tend next system short political any. Head either question staff keep. Note sit paper public health police part.,2025-03-24 22:35:01,Closed,High
b1d01e69-d115-4438-a327-8382293248e1,Monica Clark,nicholas51@example.net,304-619-8271,Connection drops,Current this test owner care home she. Else thing hold economy hot training try cultural.,2025-06-03 10:17:08,Open,High
722a2001-4fa5-49d2-bd20-59f0828f4683,Michael Tate,crystal42@example.net,001-442-468-7712x966,Customer support delay,Pick position moment thousand pull relationship. These do popular trip.,2025-03-08 10:17:58,In Progress,Medium
9ada28c8-aec1-4b85-8f1a-4e96519ed602,David Parker,blakejohnson@example.com,(234)909-5628,Connection drops,Politics cultural heart with. Down research force rest writer area water education.,2025-02-26 13:59:34,Resolved,Critical
9b069be0-d7f0-4c81-9aba-f67be5f39479,David Jones,paynegary@example.com,(376)375-4159,Installation pending,These red usually voice Mr health Mr. Arrive food top over.,2025-05-23 08:36:57,In Progress,Critical
e3c60538-c300-4afe-9523-16bc1bbaa667,James Cook,pmiller@example.com,+1-723-491-5801x01170,Router problem,Which art medical. Machine ten pretty.,2025-02-10 14:27:35,In Progress,Medium
226c2d75-a513-4417-97c9-3a5f40a563eb,Ronald Walker,hatfieldlisa@example.com,+1-939-789-0100x0278,Wrong charges,Scientist soldier evening send house finish include source. Boy politics board agency. Strategy condition best mission behavior.,2025-05-02 05:21:18,Open,Critical
79f8fba4-7a4a-452f-84c0-8d9c7518dc4b,Matthew Roberts,christine03@example.com,5338802667,Billing issue,How system first ready. Fund other daughter. Personal what challenge bank truth section. Care discussion heart.,2025-01-22 15:37:23,In Progress,Critical
c582ab4e-c340-40d1-baf9-82b8e0fcdd01,Jeffrey Hutchinson,david94@example.net,672-450-3669,Installation pending,Chance reduce along drug notice. Development all push appear. One scene degree house reduce contain modern.,2025-05-25 08:12:05,In Progress,High
0df5de78-c587-4c0d-98f4-9068677a2fca,Robert Simpson,sgonzales@example.net,207.239.2227x389,Internet not working,Way company exactly to probably democratic term. Rock six building letter mean play. Positive window deal yourself.,2025-01-01 09:51:56,Closed,Low
abd271b6-5c8a-48f6-b076-0a7709a37736,Jennifer Schultz,meltondouglas@example.net,(388)580-3224,Router problem,Performance conference forget would make turn term. Page door up value past lead similar.,2025-05-21 08:06:22,In Progress,Medium
101bc9af-dd7b-4753-882f-536bed93688c,Mrs. Carrie Hall,sgarcia@example.com,457-893-8025x8695,Slow speed,Away example likely third reality major.,2025-01-31 01:14:54,In Progress,Medium
1757994b-ee1a-44f5-9d20-d538b33aad70,Donald Hernandez,patrick95@example.com,+1-995-696-0140,Installation pending,Trip again treatment. Sign practice budget hope. Administration south name attorney dream play appear difference.,2025-01-08 15:34:23,Open,Critical
3c8d2209-081c-4ff2-a436-13845766f3ee,Mary Walter,villegasjeremy@example.com,001-992-956-1212x011,Wrong charges,Term eat later guess authority through special. Owner ground whose action year late.,2025-01-29 04:10:04,Open,Low
d1546e8a-3fdc-4c71-8314-d68af8c9cbfe,Michael Smith,carlosmartin@example.com,(305)952-3426,Billing issue,Store either wrong away base season American. Treat every call amount source. Market eat pass reflect list bit.,2025-02-16 13:47:31,Resolved,Low
a49502f7-6902-4317-b9d5-e0f86a573da0,Kathryn Garza,paul10@example.com,364.904.8138x4494,Internet not working,Tree win condition discuss level democratic perhaps position. Law amount question girl represent total. Church contain together alone figure to.,2025-04-04 14:00:59,Open,Low
e95bd2e2-d91c-4cff-9477-55420dced487,Peter Rodriguez,rossjohn@example.net,+1-446-583-5649x910,Router problem,Various budget debate away media. Office dog newspaper every page management easy.,2025-01-08 18:02:23,In Progress,Low
69a7caa1-9239-482b-ae0b-0f29a16db4aa,Donald Cole,pponce@example.com,308.963.4372,Connection drops,Challenge forget identify model nothing pull place. Force occur be impact. Less sound threat notice fight build girl parent.,2025-06-11 22:19:59,In Progress,Medium
4683a58d-fcff-4f71-bdd1-727e1dcbc865,Elizabeth Jacobs,dgray@example.net,(263)660-0390x13724,Installation pending,Assume lot still provide. Team position this court long may.,2025-06-14 05:37:03,Closed,Critical
50274938-29d1-4619-9758-296b445274cf,Angela Robinson,elizabeth92@example.com,001-524-833-7651x46199,Billing issue,Item simple maintain financial although water technology number. Customer song building front fast strategy choose.,2025-02-07 16:02:40,Closed,Medium
9e8a3870-3171-41e6-b7c8-75147a5ccf93,Jackson Price,gregory25@example.com,+1-238-322-0260x0108,Internet not working,Account seven thank final. Congress myself issue ability picture most. Social doctor debate deal job.,2025-02-18 06:12:56,Closed,High
c24aebf5-7ada-458d-a963-3f35b1372fb4,Tina Hill,hclayton@example.org,(377)927-3815,Installation pending,Increase happen college since section. Stage positive public foot test summer nothing.,2025-03-24 07:00:23,Open,Low
fe3f5e81-bde0-472b-95a1-c189bed16281,James Gonzales,david97@example.com,395-673-1811x268,Service downtime,Enjoy summer direction practice young third yeah. Long nearly different cut product notice.,2025-03-16 23:43:37,In Progress,Critical
6953da85-dfd2-4fb1-b574-0c951c5f217b,Richard Beltran,whitenicholas@example.net,383.364.6614x5622,Router problem,World campaign myself teacher cup always talk. Rise as here town end.,2025-03-16 20:04:51,Open,High
af0436c0-6737-4505-89a9-043d31befae1,Nathan Munoz,jonathanpierce@example.com,819-565-0200x4580,Router problem,Player here personal number. Others teacher section contain.,2025-02-04 23:01:31,Closed,Medium
72ad1316-f553-4b19-8d85-ef89cf94cfbf,Ronald Ramirez,ipadilla@example.com,886-628-3809,Connection drops,Prevent factor PM tonight big. Much itself indicate picture production.,2025-05-05 21:44:07,Closed,Medium
982b9f0f-090a-48c8-bea6-556d164e96f0,Whitney Bailey,xweeks@example.com,+1-385-443-8528x1381,Service downtime,Pretty nation out they. Audience thing store billion clear art by. Usually manage upon recent police board.,2025-04-06 07:10:53,In Progress,High
12783453-6e88-4c90-8945-05d4c5362eb7,Mr. Brian Moore,simsgregory@example.com,(204)919-0993,Router problem,Everything worker again son effort early important pay. Stay model down speech. Loss age guess until reason.,2025-06-14 01:38:05,In Progress,Critical
30544cd5-aa15-487b-9af5-d4a4d6690295,Dr. Nicole Wells DDS,johnsonandrew@example.com,001-987-323-1580x2086,Connection drops,Know value just. Could receive itself rich kind little.,2025-01-10 10:15:14,Resolved,Medium
93dd6123-2290-45d8-a7be-97f5ac0a7aff,Taylor Davis,aorozco@example.com,(612)902-2779x966,Billing issue,Gas consider usually again. Final all according reflect bill attention. Show act send stay budget who heart. Writer stock free Mrs forward improve.,2025-02-06 22:18:25,Open,High
53e75a04-f8ce-437c-9fa8-ab5b7e74d350,Dominic Ortiz,lcharles@example.org,001-838-259-8008x940,Internet not working,Page wife career low. Suffer according debate ask check.,2025-02-25 11:18:40,Closed,High
fb05db1e-674f-4364-92f0-bb7a4dd6d311,Bruce Harper,stacycohen@example.com,(732)282-7724,Customer support delay,You everybody health baby. System body theory avoid ability.,2025-05-21 02:40:14,Closed,Low
b6861448-a816-4795-b036-3080dd0e6663,Crystal Nelson,gschmitt@example.org,001-872-888-3248x395,Disconnection issue,All camera sure admit character wait. Move begin chair personal seek free southern beat. According animal either. Fact someone husband exist.,2025-06-07 10:25:55,Resolved,Low
d883751e-9dc0-4e87-820c-75788e01b8e2,Danny Smith,shirley63@example.com,371-253-3125x06674,Disconnection issue,Look property push many. Forget site defense.,2025-01-26 17:56:27,Open,High
